,node,ks,kdeg,pr,m,ksum,k2sum
9537,15723800,14,17,11.0,36433,356,1188318
9538,48894041,14,18,13.0,36433,224,284308
9539,18951280,13,15,5.0,36434,3898,3753114
9540,16734710,12,15,10.0,36433,348,1738934
9541,27870530,20,37,40.0,36433,3898,3608068
9542,50325964,5,9,17.0,36433,3444,1930175
9543,19848655,8,11,11.0,36433,987,273850
9544,136293558,9,18,30.0,1,0,0
9545,14871359,9,22,16.0,36433,2384,619405
9546,50905938,9,12,7.000000000000001,36443,129,427823
9547,10445252,7,11,19.0,36433,791,1788116
9548,21791354,5,5,15.0,36433,24,72988
9549,15088016,11,18,19.0,36433,635,4201544
9550,217990551,7,8,6.0,36433,1290,2257209
9551,26691809,10,10,14.000000000000002,1,0,0
9552,7684302,18,31,38.0,36433,5292,9311308
9553,22960613,16,42,13.0,36433,1589,2549069
9554,7696162,17,22,84.0,7,184,73433
9555,14824477,10,11,10.0,36433,574,623753
9556,15043044,11,13,21.0,1,0,0
9557,145370520,7,13,26.0,36433,807,1785672
9558,25618696,4,4,6.0,36433,41,164217
9559,163321951,9,15,9.0,36433,294,586170
9560,5467502,21,53,17.0,36433,9239,21341667
9561,75318187,4,4,5.0,36435,818,1786551
9562,85299838,5,6,6.0,36434,857,2078105
9563,15241012,10,11,9.0,36433,1406,5091005
9564,15659000,6,9,8.0,36433,2155,383177
9565,28596139,1,1,6.0,1,0,0
9566,14563857,12,13,9.0,36433,233,1204686
9567,80366293,15,27,17.0,36433,481,1193403
9568,19615995,10,12,17.0,36433,360,331506
9569,39864099,10,15,26.0,36433,184,378745
9570,166065315,15,24,20.0,36433,327,432156
9571,21240511,6,6,7.000000000000001,36433,285,1118145
9572,26741765,13,14,16.0,36433,265,1073384
9573,17870501,14,17,15.0,36433,732,3656294
9574,28810674,10,13,13.0,36433,768,4133500
9575,37814593,5,7,6.0,36433,141,959569
9576,14233946,2,2,6.0,1,0,0
9577,6199012,11,22,6.0,36443,4287,3382296
9578,5433512,7,11,29.0,36433,2438,434864
9579,21146523,21,45,11.0,36433,9170,8916220
9580,14249536,5,5,7.000000000000001,1,0,0
9581,13408092,12,13,18.0,1,0,0
9582,17225730,15,15,11.0,36433,2255,433614
9583,16871402,12,13,14.000000000000002,1,0,0
9584,14904652,49,119,36.0,36433,9143,17599145
9585,85308236,2,2,6.0,1,0,0
9586,15383497,11,14,7.000000000000001,36433,946,1387425
9587,30079124,11,11,23.0,36433,499,1002718
9588,248733560,7,9,6.0,36433,174,223995
9589,22120066,4,4,8.0,36433,53,267028
9590,21389945,6,6,20.0,36437,18,47957
9591,23770107,6,6,16.0,36437,125,249113
9592,16465507,6,7,13.0,1,0,0
9593,40413222,14,16,6.0,36433,1653,1788664
9594,456304491,8,8,6.0,36433,439,1244910
9595,190152971,2,2,5.0,36434,2409,344826
9596,45881129,7,7,9.0,36433,103,155099
9597,30060898,13,14,8.0,36433,310,504803
9598,16886241,3,3,5.0,6,2055,31322
9599,60343355,1,2,5.0,2,1,0
9600,70491625,1,1,9.0,1,0,0
9601,437899160,15,19,8.0,36433,538,464846
9602,15273890,13,13,13.0,36433,3504,4023261
9603,15312009,16,23,30.0,1,0,0
9604,17633660,3,3,10.0,1,0,0
9605,27366714,2,2,6.0,36433,13,61168
9606,11758542,12,12,12.0,36433,1004,4978231
9607,28744756,7,8,10.0,36433,2094,194385
9608,39289585,2,2,7.000000000000001,3,1969,8224
9609,177443823,21,41,12.0,36433,6629,19964444
9610,15458304,8,9,78.0,7,197,73433
9611,268332181,2,2,9.0,36433,5,28390
9612,34412918,3,5,15.0,36433,227,790480
9613,240176195,5,5,5.0,36434,2947,263222
9614,19937191,7,8,16.0,36433,654,1848769
9615,16128259,6,6,20.0,36437,119,239579
9616,343126552,3,3,6.0,36433,78,88086
9617,40944610,9,19,7.000000000000001,36443,1170,1041129
9618,31219582,3,3,5.0,36434,817,2077095
9619,33008765,1,2,5.0,36435,38,36996
9620,17416936,3,3,6.0,36433,2000,111592
9621,15718271,4,4,5.0,36433,1269,4125940
9622,20015511,5,9,48.0,36433,46,64106
9623,23791204,6,6,6.0,36433,114,334159
9624,30508215,7,9,17.0,1,0,0
9625,17925815,3,5,5.0,36437,1338,217774
9626,36610496,3,3,7.000000000000001,1,0,0
9627,4964241,6,6,20.0,36437,18,47957
9628,59857547,2,2,5.0,36434,484,1701559
9629,15088052,3,3,8.0,1,0,0
9630,14367585,3,3,7.000000000000001,36433,411,791381
9631,16689804,2,2,8.0,1,0,0
9632,15568085,5,7,11.0,36433,362,1284794
9633,2482061,5,5,5.0,36433,481,270483
9634,38109868,3,3,7.000000000000001,36433,267,38242
9635,4804281,8,9,8.0,36433,2063,245105
9636,22816992,1,1,5.0,2,18,0
9637,82969116,1,1,5.0,2,260,0
9638,17073520,1,1,5.0,1,0,0
9639,36846612,1,1,5.0,36434,216,910910
9640,58568186,1,1,5.0,36434,11,58734
9641,251147079,1,1,5.0,1,0,0
9642,50952185,2,2,6.0,1,0,0
9643,257156614,2,2,8.0,1,0,0
9644,339941518,4,4,5.0,36434,2774,1893097
9645,14499309,3,3,8.0,1,0,0
9646,101887892,4,4,94.0,1,0,0
9647,319084569,1,1,8.0,1,0,0
9648,163587101,4,4,7.000000000000001,36433,33,127631
9649,28596709,4,4,21.0,36433,9,26898
9650,56903,1,1,5.0,3,68,23098
9651,303827856,1,1,5.0,1,0,0
9652,8879102,1,1,6.0,1,0,0
9653,15361984,2,3,5.0,36435,472,208106
9654,67242892,2,2,10.0,1,0,0
9655,148788422,1,1,5.0,36434,13,41588
9656,14080545,1,1,6.0,1,0,0
9657,166458668,2,2,29.0,2,2,9657
9658,86859709,2,2,29.0,2,2,9658
9659,28276369,1,1,7.000000000000001,1,0,0
9660,15374657,1,1,6.0,1,0,0
9661,246340414,2,2,5.0,36434,56,231900
9662,27013031,1,1,5.0,1,0,0
9663,234821105,1,1,6.0,1,0,0
9664,15707229,5,5,7.000000000000001,36433,151,1021105
9665,172339855,1,1,5.0,1,0,0
9666,23137012,15,16,9.0,36433,574,5578187
9667,275874099,2,3,32.0,2,2,9667
9668,20107089,2,2,30.0,2,3,9668
9669,116108824,1,1,5.0,36434,216,910910
9670,71633355,2,2,7.000000000000001,36433,11,30915
9671,16902577,1,1,5.0,1,0,0
9672,17224642,70,350,108.0,36433,29737,39350430
9673,16453996,70,210,65.0,36433,30215,45859343
9674,15477120,49,65,27.0,36433,5652,15231647
9675,16043008,54,101,57.99999999999999,36433,6756,17439508
9676,19953020,7,7,7.000000000000001,36433,990,6229708
9677,14490883,10,14,12.0,36433,888,4140389
9678,509096468,70,131,38.0,36433,18842,28602218
9679,24972308,66,75,17.0,36433,14988,27548464
9680,71862367,65,84,28.000000000000004,36433,14340,29909755
9681,61475880,70,316,86.0,36433,31981,53655598
9682,21554226,70,100,30.0,36433,15626,23371779
9683,185512077,60,60,15.0,36433,12113,14563276
9684,5735742,45,56,38.0,1,0,0
9685,20904455,70,127,34.0,36433,16296,19406644
9686,36993162,70,105,32.0,36433,15938,23016559
9687,20075644,70,159,44.0,36433,17595,21325676
9688,108719642,70,175,26.0,36433,34916,56246944
9689,235216483,70,190,71.0,36433,25092,49833749
9690,24641194,70,476,102.0,36433,79125,90630105
9691,52330027,70,148,39.0,36433,17865,20750724
9692,20935355,70,192,52.0,36433,22161,33970698
9693,3040621,70,353,134.0,36433,31810,51004040
9694,16549423,70,120,27.0,36433,19586,29330039
9695,19425135,70,82,21.0,36433,13071,15398719
9696,28856770,16,16,7.000000000000001,36433,2636,5258763
9697,15428643,29,35,10.0,36433,7461,20846523
9698,15200820,14,15,10.0,36433,1358,7414711
9699,57986173,70,281,95.0,36433,26129,31763790
9700,15384864,30,34,12.0,36433,8304,25341241
9701,56955361,27,29,7.000000000000001,36433,7846,12679123
9702,14949810,28,30,10.0,36433,6780,19789895
9703,8005202,70,121,32.0,36433,21686,39207325
9704,251925968,70,139,17.0,36433,36668,54524772
9705,15160273,70,183,45.0,36433,21820,32744659
9706,278598746,35,44,28.000000000000004,1,0,0
9707,7875762,70,140,38.0,36433,19706,32453471
9708,19732725,68,203,69.0,36433,28665,54800096
9709,29906221,15,15,12.0,36433,3300,14616540
9710,30982580,56,128,46.0,36433,12044,27287232
9711,129279693,70,84,25.0,36433,13237,16937628
9712,15717287,60,122,34.0,36433,18733,40456452
9713,16089052,69,280,78.0,36433,32351,53531461
9714,34294668,47,47,16.0,36433,9223,14770004
9715,14837505,7,7,6.0,36433,1410,3687878
9716,43933723,70,135,40.0,36433,12382,14392592
9717,131333738,70,162,44.0,36433,16718,18446038
9718,119228619,70,193,52.0,36433,24209,29132907
9719,19370213,70,80,27.0,36433,9530,11898678
9720,15217406,54,179,75.0,36433,10975,24573909
9721,3276371,10,11,9.0,36433,1224,5709598
9722,15788309,54,97,23.0,36433,15538,31931594
9723,16493267,50,75,27.0,36433,9631,26532653
9724,302971732,6,6,13.0,36433,115,402740
9725,18624979,6,8,15.0,36433,257,665710
9726,14416334,70,173,70.0,36433,28510,37315132
9727,104209445,70,260,81.0,36433,24768,32715273
9728,18226436,34,37,20.0,36433,3661,11278205
9729,9440792,60,126,44.0,36433,12813,34999520
9730,9134752,27,44,39.0,1,0,0
9731,11461102,66,175,56.00000000000001,36433,24568,43328949
9732,170395163,62,201,70.0,36433,14913,37812177
9733,62714018,54,71,13.0,36433,17532,30383605
9734,10792712,50,168,59.0,36433,21285,30157981
9735,226770889,3,5,32.0,2,2,9735
9736,117210548,2,2,31.0,2,5,9736
9737,14515313,70,127,38.0,36433,13677,14673527
9738,30207757,67,157,86.0,36433,16519,35253201
9739,28435943,14,16,9.0,36433,2766,9317631
9740,85740936,14,14,8.0,36433,2888,10087846
9741,14179545,64,144,77.0,36433,16572,31897747
9742,24232984,10,10,7.000000000000001,36433,3034,10885952
9743,184986169,37,41,18.0,36433,6674,15311396
9744,262335066,2,3,15.0,3,3,9744
9745,61274761,2,2,11.0,3,3,19503
9746,352549347,8,8,6.0,36433,1075,3797426
9747,26093802,10,10,9.0,36433,2709,12744085
9748,110610244,2,2,6.0,1,0,0
9749,18470483,6,6,13.0,36433,115,402740
9750,76771932,34,36,12.0,36433,8852,20866958
9751,37170886,48,250,195.0,36433,10967,21982122
9752,14934739,14,14,8.0,36433,1518,5401897
9753,21469948,7,8,10.0,1,0,0
9754,1548841,10,10,7.000000000000001,36433,3572,15419509
9755,16505296,1,1,5.0,36434,42,64665
9756,16251055,19,22,19.0,1,0,0
9757,23867268,2,2,5.0,36434,2204,10399479
9758,62098993,1,1,11.0,1,0,0
9759,197180345,1,1,5.0,1,0,0
9760,10508,3,3,5.0,36433,378,1102433
9761,16613101,2,2,6.0,36433,101,393065
9762,15081340,15,15,10.0,36433,5986,16024739
9763,18820555,6,6,10.0,36433,641,1030429
9764,60635328,10,10,6.0,36433,3459,9819992
9765,316291240,22,25,12.0,36433,1006,1988560
9766,108616178,22,27,10.0,36433,3665,4084664
9767,14536491,70,503,111.0,36433,71884,94514574
9768,23822446,70,353,63.0,36433,55845,72334452
9769,14334956,24,43,31.0,36433,7095,16677987
9770,195316132,22,25,9.0,36433,1855,3279154
9771,191229219,21,24,9.0,36433,1891,2799000
9772,96327538,10,10,8.0,36433,3513,10578551
9773,238195671,10,10,7.000000000000001,36433,975,2331810
9774,291565214,22,30,18.0,36433,1527,2645945
9775,28146305,36,78,30.0,36433,4723,6564359
9776,237112216,22,27,12.0,36433,1016,1986933
9777,130954977,38,72,29.0,36433,8854,13342817
9778,206570317,50,65,11.0,36433,13145,22034814
9779,234914530,32,33,11.0,36433,3298,6110466
9780,14233123,23,30,16.0,36433,2092,3933924
9781,262406621,13,13,9.0,36433,298,465500
9782,266135518,29,31,9.0,36433,7969,15336581
9783,103944265,23,44,20.0,36433,3478,5339854
9784,202346485,32,39,25.0,36433,3143,5767230
9785,33812552,29,46,14.000000000000002,36433,10553,18242628
9786,218615574,23,29,21.0,36433,1432,1972870
9787,225937394,29,31,5.0,36433,6817,9098821
9788,40190672,35,48,17.0,36433,8312,16368422
9789,532670025,4,4,9.0,1,0,0
9790,472277437,2,2,5.0,36433,982,3383899
9791,11826672,15,15,15.0,36433,5354,12788938
9792,259996424,17,17,22.0,36433,526,1056500
9793,366410708,24,25,6.0,36433,7436,13978681
9794,9313362,66,118,37.0,36433,18287,35721547
9795,18824222,10,11,6.0,36433,3911,5881702
9796,71671576,44,71,24.0,36433,6677,9080124
9797,519743430,47,81,39.0,36433,6581,16715157
9798,214211185,50,83,27.0,36433,10274,17499297
9799,25412522,7,8,9.0,36433,1341,3881615
9800,11202942,65,135,40.0,36433,14142,17783556
9801,254399342,3,3,5.0,36434,536,766235
9802,15774118,24,40,69.0,36433,22,50138
9803,6834922,10,10,9.0,36433,336,1470223
9804,50000478,46,271,226.0,36433,11483,11795928
9805,44666348,38,78,72.0,36433,3598,5464783
9806,110485995,8,14,33.0,36433,34,78550
9807,299373263,8,13,31.0,36433,120,244755
9808,18479513,17,45,56.99999999999999,36433,6911,16256869
9809,52968650,38,52,106.0,36433,1534,5654425
9810,63796828,35,103,67.0,36433,14784,30327418
9811,348610731,59,131,48.0,36433,10485,15697596
9812,410045750,43,59,18.0,36433,8886,18147566
9813,27527745,58,93,42.0,36433,7550,16019251
9814,265801560,24,25,7.000000000000001,36433,7214,15429185
9815,154708725,69,190,124.0,36433,18858,26280537
9816,326964690,5,5,12.0,36433,21,68723
9817,262551007,8,12,35.0,36433,151,1574079
9818,14592523,23,36,31.0,36433,1346,4528023
9819,4068821,69,218,89.0,36433,28465,51305170
9820,308693201,50,75,22.0,36433,12510,16732859
9821,313586546,13,13,6.0,36433,3152,7073215
9822,15411797,70,238,56.99999999999999,36433,23041,26921671
9823,14734733,15,15,14.000000000000002,36433,359,548874
9824,8451812,3,3,5.0,36433,62,79214
9825,147558951,42,54,18.0,36433,10256,18516087
9826,364949066,31,35,7.000000000000001,36433,12122,22012745
9827,30008146,6,7,18.0,36433,19,68736
9828,21446776,18,24,17.0,36433,3070,4891994
9829,189081336,16,18,5.0,36433,4060,7313943
9830,47429047,50,279,200.0,36433,13478,29121768
9831,31482817,4,4,5.0,36433,1040,3438917
9832,137712526,31,33,48.0,36433,78,1417681
9833,69718702,50,81,38.0,36433,3973,5863320
9834,19476868,7,7,24.0,36433,689,167395
9835,112086806,4,4,5.0,36433,593,1811243
9836,14130784,3,3,9.0,36433,982,3383899
9837,35665146,13,14,5.0,36433,3114,6996001
9838,98615735,17,19,12.0,36433,2721,3692047
9839,146692539,8,9,31.0,36433,59,68698
9840,20749410,44,54,90.0,36433,793,3273784
9841,19225156,4,4,7.000000000000001,36433,230,552095
9842,220336959,6,6,16.0,36433,65,225134
9843,237711785,14,15,17.0,36433,106,378943
9844,301597348,4,4,5.0,36433,221,542863
9845,127721598,1,1,5.0,36434,37,108621
9846,320480489,2,2,5.0,36434,383,610978
9847,64856992,1,1,5.0,36434,194,533856
9848,27352974,1,1,5.0,36434,477,462316
9849,47787563,66,426,572.0,36433,1960,1508727
9850,80968771,1,1,5.0,36434,171,478995
9851,122582802,26,36,10.0,36433,2543,2991423
9852,404556027,17,17,14.000000000000002,36433,1604,2038203
9853,75236214,38,53,11.0,36433,14250,33997190
9854,26689476,62,90,26.0,36433,20708,41113719
9855,32490353,28,71,18.0,36433,2858,2936292
9856,16281943,27,37,9.0,36433,1358,1311152
9857,25159689,28,54,12.0,36433,4542,9404396
9858,36072264,17,54,27.0,36433,2498,7490540
9859,25119521,33,39,10.0,36433,12161,28970940
9860,146540920,33,49,27.0,36433,6294,21444531
9861,28902735,27,43,11.0,36433,2495,6765068
9862,108089355,26,31,9.0,36433,1633,2050754
9863,18837487,28,61,13.0,36433,4711,11916233
9864,90816736,20,21,12.0,1,0,0
9865,29346600,35,49,8.0,36433,14274,27819643
9866,34442404,62,121,41.0,36433,21785,39053916
9867,33602577,5,5,9.0,36433,26,86438
9868,14498713,7,12,19.0,36433,56,76783
9869,18716004,67,108,45.0,36433,19478,41846889
9870,38022922,27,36,10.0,36433,3387,7917644
9871,16574709,21,28,16.0,1,0,0
9872,16037720,20,20,13.0,1,0,0
9873,107948035,22,30,9.0,36433,6552,11629875
9874,9598442,37,48,20.0,36433,6700,20710405
9875,63988933,33,39,9.0,36433,8258,24269379
9876,228394035,33,49,10.0,36433,7982,30327237
9877,111200288,2,2,6.0,1,0,0
9878,346929449,19,26,11.0,36433,722,897701
9879,316239265,35,37,17.0,36433,5426,14646644
9880,65333872,33,46,9.0,36433,6774,16056956
9881,15222263,28,70,25.0,36433,3554,7221992
9882,108682658,37,66,8.0,36433,14714,29929752
9883,14442703,33,46,9.0,36433,14078,31315245
9884,33720339,28,48,13.0,36433,2455,2702763
9885,19179482,50,79,34.0,36433,12107,22837693
9886,36622670,33,46,12.0,36433,6660,11091467
9887,16834201,27,30,10.0,36433,3615,13816447
9888,128043377,36,85,22.0,36433,9145,20745125
9889,2605681,28,51,12.0,36433,7539,17988465
9890,17582887,30,73,15.0,36433,8907,20889593
9891,15988728,26,28,25.0,36433,6418,16471148
9892,94971686,28,68,15.0,36433,2761,4398097
9893,23239608,16,16,12.0,1,0,0
9894,36444947,30,49,55.00000000000001,36433,3294,4527510
9895,23273441,19,19,15.0,36433,2502,2946617
9896,17524022,34,47,38.0,36433,9923,19001318
9897,92357649,60,99,57.99999999999999,36433,10854,20093137
9898,15098603,28,41,16.0,36433,3494,8579580
9899,14139971,69,173,54.0,36433,23103,37827627
9900,18201114,27,40,41.0,36433,12144,34288015
9901,507762718,5,5,21.0,36433,108,1058551
9902,35865630,38,61,32.0,36433,1766,3458287
9903,245396123,48,69,33.0,36433,13183,22102518
9904,88109378,48,80,33.0,36433,12374,25399133
9905,17857716,40,79,14.000000000000002,36433,18292,39984695
9906,14540071,33,42,11.0,36433,6283,9966855
9907,15293712,21,23,8.0,36433,1341,1939618
9908,23043294,8,14,11.0,36433,1075,1455511
9909,22976803,24,26,9.0,36433,4720,12639890
9910,15929318,28,79,26.0,36433,3911,8959612
9911,171178550,36,41,9.0,36433,12434,29722593
9912,81938351,18,20,6.0,36433,1068,1308442
9913,456104299,8,8,17.0,36433,563,811614
9914,131035035,27,30,10.0,36433,8111,26512577
9915,65184105,29,42,47.0,36433,1134,3614894
9916,21054095,23,25,6.0,36433,4905,9019746
9917,97225858,6,6,6.0,1,0,0
9918,155115613,33,49,10.0,36433,7043,10589623
9919,41600293,10,12,21.0,36433,3203,12511186
9920,23941372,15,20,15.0,36433,2423,2972142
9921,16954497,33,37,9.0,36433,9037,19165799
9922,84295614,33,38,7.000000000000001,36433,9608,21390566
9923,62635884,13,13,8.0,36433,1369,8639100
9924,7215532,21,24,28.000000000000004,36433,1145,1178623
9925,19705232,35,47,8.0,36433,9996,19877277
9926,247521952,64,119,67.0,36433,3203,6839063
9927,45288525,35,52,8.0,36433,9687,20290368
9928,21071889,33,41,7.000000000000001,36433,9292,18734727
9929,76361167,20,33,11.0,36433,1372,1768559
9930,18789373,23,24,30.0,36433,3347,5542199
9931,18755564,11,16,7.000000000000001,36433,2242,6539789
9932,15775214,19,23,20.0,36433,2866,2551833
9933,132951208,5,5,8.0,1,0,0
9934,21310171,49,56,14.000000000000002,36433,13043,23525065
9935,19013887,8,10,9.0,36433,2469,7059130
9936,231737308,2,2,29.0,2,2,9936
9937,150402886,2,2,29.0,2,2,9937
9938,14539344,14,16,17.0,36433,2033,3122109
9939,20353192,28,54,27.0,36433,4169,7227828
9940,444181364,9,9,10.0,36433,340,689663
9941,29852704,27,32,9.0,36433,5029,14693376
9942,101420251,38,67,15.0,36433,16173,34131970
9943,27975374,6,6,11.0,36433,300,379900
9944,20353964,28,51,12.0,36433,5390,10982572
9945,289704167,18,19,19.0,36433,1130,6674103
9946,28165910,4,6,16.0,36433,4,10949
9947,23573987,11,13,9.0,36433,4088,15570553
9948,345949016,6,6,6.0,36433,133,620379
9949,28966327,18,19,12.0,1,0,0
9950,289803894,16,16,8.0,36433,223,406087
9951,24587967,33,47,12.0,36433,11156,26312970
9952,18773373,11,12,11.0,1,0,0
9953,245645252,17,18,11.0,1,0,0
9954,44228076,7,11,13.0,36433,1149,1063701
9955,309393473,19,34,5.0,36433,3233,9265973
9956,459491802,19,20,9.0,36433,3628,13189066
9957,450305775,1,1,5.0,36434,12,49067
9958,93049017,6,7,12.0,36433,464,891881
9959,20542450,11,15,18.0,1,0,0
9960,27782753,17,21,15.0,1,0,0
9961,17910893,7,8,14.000000000000002,36433,30,23596
9962,85733707,15,15,6.0,36433,6412,17509113
9963,146999133,7,8,8.0,36433,535,941232
9964,123798650,6,6,6.0,36433,3213,7753368
9965,102481992,1,1,5.0,1,0,0
9966,131579764,19,23,8.0,36433,2543,7389123
9967,33120876,21,30,17.0,1,0,0
9968,40297598,3,3,5.0,36434,337,693434
9969,52560743,24,25,13.0,36433,7665,25161151
9970,38706884,12,16,13.0,36433,1847,7510526
9971,509723277,3,3,8.0,36433,42,72663
9972,14410190,1,1,5.0,2,15,0
9973,90513723,4,4,8.0,36433,179,22630
9974,28695327,10,10,8.0,36433,971,5577065
9975,18716535,4,4,18.0,36433,1421,2858730
9976,16143420,3,3,9.0,36433,906,2212289
9977,157092782,4,4,11.0,36433,254,568406
9978,80643868,2,2,5.0,1,0,0
9979,393852070,4,4,9.0,1,0,0
9980,15458833,3,4,5.0,36433,3,554
9981,49742980,2,2,5.0,36433,90,544958
9982,235817143,40,47,33.0,36433,2404,4224122
9983,312265900,42,52,41.0,36433,1276,2042952
9984,15692925,42,52,24.0,36433,4814,8400679
9985,287564504,42,64,41.0,36433,3073,4864482
9986,257372581,42,71,48.0,36433,2113,1849189
9987,31377059,42,140,80.0,36433,6374,6826137
9988,347701169,42,75,47.0,36433,3390,4451619
9989,70133208,42,57,26.0,36433,3619,4884504
9990,16800717,37,40,12.0,36433,3390,4804522
9991,296317283,42,68,44.0,36433,3493,4902234
9992,122155114,42,111,90.0,36433,4050,6383127
9993,267072118,42,82,59.0,36433,2375,2324472
9994,313370618,42,50,24.0,36433,2713,3265329
9995,149276260,42,88,45.0,36433,5813,8087789
9996,96194704,42,58,43.0,36433,2462,4481542
9997,285654273,42,80,57.99999999999999,36433,3234,4861747
9998,254874192,42,76,48.0,36433,3446,4973832
9999,296047166,42,44,31.0,36433,1366,1174783
10000,376866803,42,73,43.0,36433,3264,3804609
10001,113186652,42,58,16.0,36433,5373,6129186
10002,225079658,22,24,24.0,36433,536,851012
10003,211590874,42,55,43.0,36433,2070,4061143
10004,241006920,38,44,37.0,36433,2026,3277739
10005,102137866,54,188,81.0,36433,13740,18631829
10006,324649672,42,95,63.0,36433,2810,2523593
10007,224581852,42,115,96.0,36433,3709,3751242
10008,344743374,11,11,14.000000000000002,36433,160,455759
10009,352290492,42,67,49.0,36433,2075,3813453
10010,18753000,55,251,134.0,36433,14718,20065364
10011,344131615,42,52,34.0,36433,1711,1013969
10012,296163343,42,61,46.0,36433,2256,2160108
10013,254118225,42,103,68.0,36433,4230,4914695
10014,344504269,31,32,22.0,36433,1020,706478
10015,29304278,46,160,86.0,36433,8509,13572413
10016,113652142,42,52,45.0,36433,1202,2136455
10017,68618051,34,36,19.0,36433,3926,6089424
10018,195981712,30,31,19.0,36433,1598,3182516
10019,211428838,42,68,54.0,36433,2257,2971151
10020,132684863,42,69,21.0,36433,5241,5546384
10021,295024698,41,52,41.0,36433,1851,3183276
10022,286639617,42,103,57.99999999999999,36433,5749,6242707
10023,131257733,28,30,15.0,36433,3550,5622866
10024,267090165,37,43,18.0,36433,4186,6332549
10025,106514999,43,93,45.0,36433,6616,11032092
10026,374778093,19,19,15.0,36433,722,1149445
10027,337159132,42,51,39.0,36433,1457,1102269
10028,337031968,42,73,55.00000000000001,36433,2227,3793341
10029,50499213,42,90,44.0,36433,6374,9051676
10030,288118470,42,59,24.0,36433,3714,5006505
10031,88456842,29,32,18.0,36433,3452,6167809
10032,342806740,42,61,37.0,36433,2267,2170109
10033,222621758,42,67,51.0,36433,1744,1172766
10034,19493151,33,35,20.0,36433,4031,7858365
10035,347465740,42,71,38.0,36433,3997,4875114
10036,284971975,42,49,25.0,36433,3208,4687318
10037,254114586,42,76,50.0,36433,2939,4930443
10038,356977033,42,74,48.0,36433,3045,2654560
10039,194044008,19,19,20.0,36433,545,787228
10040,260846408,42,79,62.0,36433,2182,2882138
10041,163307790,42,50,36.0,36433,1428,917862
10042,271662759,42,76,38.0,36433,5188,7223918
10043,350818163,21,21,20.0,36433,731,871032
10044,350979642,42,67,31.0,36433,4528,6627112
10045,407687961,19,19,21.0,36433,115,674057
10046,7700222,15,15,10.0,36433,2104,5031483
10047,218652920,42,89,35.0,36433,7045,10266706
10048,67275584,37,41,11.0,36433,4161,6067053
10049,367720765,24,26,21.0,36433,896,931445
10050,115180571,42,67,20.0,36433,4727,5034351
10051,313370959,42,62,42.0,36433,1761,927893
10052,29397027,15,17,9.0,36433,1928,4116580
10053,389633994,38,45,24.0,36433,2154,3098286
10054,283609878,27,31,22.0,36433,737,738821
10055,20154465,11,11,9.0,36433,1765,4679248
10056,384385772,36,39,38.0,36433,1465,3514082
10057,362991049,24,24,20.0,36433,1116,3564669
10058,408596202,36,41,27.0,36433,1562,1122320
10059,89629151,6,6,5.0,36433,1275,3351195
10060,61170034,34,37,8.0,36433,2906,4799404
10061,254442689,37,44,30.0,36433,2217,4470001
10062,337035689,24,26,20.0,36433,773,928157
10063,73381700,42,62,39.0,36433,3140,5452588
10064,207831384,7,7,5.0,36433,848,2706576
10065,278707020,52,56,15.0,36433,8849,17115003
10066,333314513,18,18,18.0,36433,460,626302
10067,183332113,4,4,6.0,36433,229,1517527
10068,14140936,10,10,5.0,36433,1200,3047799
10069,17445959,13,14,5.0,36433,1970,4661988
10070,430598737,10,11,5.0,36434,1100,2819240
10071,17576659,21,47,20.0,36433,3378,5528345
10072,14372143,45,100,207.0,36433,1232,4497072
10073,8526432,14,31,57.99999999999999,36433,205,290741
10074,1671811,13,18,21.0,36433,455,1777540
10075,14518625,13,17,7.000000000000001,36433,1150,2844638
10076,793830,61,375,214.0,36433,20853,15695664
10077,9070452,14,22,55.00000000000001,36433,480,1837874
10078,780561,14,19,41.0,36433,1056,3206162
10079,816954,15,29,20.0,36433,1613,3331832
10080,6743,14,23,29.0,36433,612,1944679
10081,7865582,14,19,15.0,36433,412,1252857
10082,15349708,23,88,61.0,36433,3887,6868709
10083,29039876,15,16,9.0,36433,1195,2899452
10084,16552794,14,21,14.000000000000002,36433,1289,3065104
10085,14053254,15,31,14.000000000000002,36433,1745,3259851
10086,22692146,13,19,7.000000000000001,36433,704,1605720
10087,21811029,6,6,7.000000000000001,36433,437,1516864
10088,15927623,10,13,9.0,36433,653,1753267
10089,88371207,10,10,12.0,36433,88,503821
10090,15777123,60,118,27.0,36433,13530,9732164
10091,1259861,14,29,21.0,36433,596,875542
10092,752673,15,39,42.0,36433,1035,2787800
10093,6082492,14,37,46.0,36433,747,1727695
10094,14334873,61,130,60.0,36433,8999,7927542
10095,2703041,23,67,27.0,36433,5820,8860471
10096,14246143,14,28,24.0,36433,1282,2540422
10097,6186692,12,12,33.0,36433,22,83821
10098,16648488,21,41,18.0,36433,2616,5702089
10099,2006261,14,22,15.0,36433,751,1632525
10100,14561327,14,33,73.0,36433,267,298434
10101,13473852,50,121,63.0,36433,14746,16658100
10102,6183972,15,25,24.0,36433,850,2420912
10103,717233,13,14,34.0,36433,122,189784
10104,14093238,9,9,7.000000000000001,36433,209,622835
10105,153172543,6,6,6.0,36433,547,2028304
10106,1714531,21,44,30.0,36433,2685,5552858
10107,14223716,12,14,11.0,36433,377,501880
10108,109023,4,4,6.0,36433,290,1614264
10109,756126,12,15,8.0,36433,394,1242755
