,node,ks,kdeg,pr,m
3461,22029249,56,68,20.0,855
3462,15110431,56,103,114.0,1
3463,57523935,56,64,26.0,6956
3464,22949668,56,72,19.0,2401
3465,14726202,56,63,16.0,4199
3466,25209787,56,67,15.0,2532
3467,105310392,56,117,48.0,9638
3468,14461377,56,71,30.0,4801
3469,33881023,56,76,40.0,498
3470,187132738,56,87,13.0,5779
3471,18713254,56,620,848.0,14464
3472,2757281,56,108,36.0,13997
3473,126061711,56,116,38.0,2475
3474,127463543,56,73,21.0,2746
3475,296242468,56,64,15.0,12006
3476,7650782,56,105,43.0,2096
3477,128662158,56,70,25.0,2475
3478,51303,56,138,41.0,2475
3479,3296721,56,124,39.0,13551
3480,26276457,56,116,29.0,5302
3481,95684897,56,97,17.0,3107
3482,202783087,56,71,26.0,1196
3483,2911091,56,84,22.0,14172
3484,1980271,56,108,53.0,2475
3485,19764050,56,91,57.99999999999999,1328
3486,224879926,56,132,24.0,2475
3487,786148,56,110,32.0,2176
3488,239096839,56,57,9.0,2746
3489,417927586,56,101,31.0,7430
3490,371640612,56,76,12.0,3980
3491,20020378,56,59,24.0,1481
3492,33840144,56,101,17.0,8799
3493,19355826,56,63,9.0,4597
3494,14199979,56,196,198.0,12272
3495,10115042,56,127,50.0,14806
3496,6001592,56,195,67.0,2814
3497,21580985,56,62,12.0,9293
3498,21217251,56,58,21.0,2513
3499,41129933,56,77,37.0,4641
3500,104989762,56,107,123.0,253
3501,7262292,56,71,11.0,4838
3502,30846470,56,158,56.00000000000001,1999
3503,819800,56,78,59.0,328
3504,55630037,56,95,30.0,2475
3505,37434214,56,106,30.0,2475
3506,18374320,56,78,33.0,6773
3507,52863597,56,74,18.0,4142
3508,1496001,56,68,42.0,683
3509,20216011,56,79,12.0,9667
3510,50483419,56,76,9.0,7985
3511,295896020,56,63,5.0,4147
3512,212247905,56,56,10.0,2751
3513,62581962,56,616,947.0,1959
3514,90203791,56,64,13.0,1178
3515,19311539,56,65,26.0,901
3516,280964280,56,67,28.000000000000004,1
3517,30086507,56,98,48.0,6594
3518,113362772,56,83,9.0,5065
3519,16231417,56,81,16.0,4526
3520,18967754,56,79,20.0,4233
3521,16871528,56,80,18.0,4436
3522,73395703,55,131,21.0,3889
3523,15112961,55,267,153.0,10925
3524,270372236,55,70,15.0,3997
3525,47616071,55,147,24.0,10852
3526,258972713,55,168,28.000000000000004,10790
3527,36683668,55,330,189.0,8103
3528,53858029,55,61,8.0,5129
3529,28305267,55,142,29.0,11203
3530,19661706,55,73,34.0,2698
3531,18719228,55,74,13.0,2475
3532,78558366,55,126,19.0,10795
3533,172814396,55,95,52.0,9931
3534,43083,55,71,28.000000000000004,1499
3535,19981036,55,149,38.0,11201
3536,82306946,55,138,23.0,11088
3537,14615324,55,71,25.0,2475
3538,15174406,55,66,22.0,2176
3539,24511456,55,136,19.0,11201
3540,382360772,55,66,21.0,4598
3541,73181712,55,225,100.0,5187
3542,168498034,55,81,16.0,3765
3543,161691033,55,68,19.0,2475
3544,110541296,55,150,72.0,5113
3545,97190495,55,107,40.0,10165
3546,15280603,55,64,39.0,3055
3547,369232105,55,187,52.0,10697
3548,14479720,55,206,112.0,5143
3549,9109712,55,115,61.0,5290
3550,204980873,55,98,38.0,5621
3551,8775672,55,157,113.0,11264
3552,20179628,55,192,104.0,4899
3553,18038892,55,107,91.0,1
3554,44783853,55,158,139.0,4548
3555,8690322,55,95,62.0,11598
3556,177003334,55,55,9.0,2974
3557,40074644,55,69,29.0,3701
3558,146556805,55,70,46.0,4872
3559,19006707,55,217,82.0,3388
3560,15780750,55,276,63.0,11399
3561,47279525,55,82,32.0,9871
3562,106496565,55,89,24.0,3039
3563,25214064,55,66,21.0,2176
3564,127512810,55,134,19.0,4634
3565,36414477,55,71,26.0,10076
3566,17481636,55,114,19.0,10249
3567,58451369,55,102,31.0,10531
3568,31067157,55,412,160.0,16038
3569,53395621,55,116,10.0,10130
3570,19738801,55,88,30.0,10102
3571,64954756,55,117,25.0,10674
3572,19664718,55,170,36.0,4904
3573,148733376,55,85,15.0,2470
3574,133379712,55,65,23.0,3653
3575,31639623,55,113,29.0,9916
3576,74189049,55,69,17.0,3137
3577,19674502,55,167,98.0,11225
3578,6633692,55,73,17.0,9107
3579,117388701,55,138,21.0,11218
3580,14861701,55,72,7.000000000000001,4100
3581,24752484,55,180,120.0,4962
3582,211955846,55,80,19.0,3417
3583,16433562,55,154,41.0,6525
3584,15101693,55,91,21.0,13271
3585,59062375,55,116,21.0,10656
3586,7152572,55,197,153.0,1
3587,54510875,55,75,20.0,283
3588,15643073,55,72,27.0,2226
3589,7052972,55,65,20.0,1196
3590,17506082,55,63,17.0,1625
3591,14353202,55,72,25.0,777
3592,92350971,55,68,9.0,11134
3593,157947389,55,78,13.0,10201
3594,169977743,55,56,8.0,2890
3595,39764029,55,85,25.0,9865
3596,67232748,55,70,19.0,9906
3597,21645304,55,79,41.0,9480
3598,96354656,55,182,35.0,4098
3599,266008957,55,93,12.0,10000
3600,17503591,55,167,245.00000000000003,2893
3601,14503316,55,175,37.0,11982
3602,61853389,55,295,190.0,5541
3603,82282572,55,105,72.0,9534
3604,14287409,55,146,79.0,11305
3605,72814599,55,143,23.0,11113
3606,61426538,55,94,25.0,10524
3607,17560063,55,64,18.0,4287
3608,298587541,55,57,9.0,10518
3609,159002621,55,103,16.0,11218
3610,89617904,55,67,12.0,8719
3611,369130833,55,62,26.0,7963
3612,249677516,55,120,43.0,11119
3613,108508328,55,89,16.0,10410
3614,44309594,55,119,26.0,10700
3615,232907264,55,61,14.000000000000002,2617
3616,74386762,55,81,15.0,10449
3617,19663597,55,65,38.0,3257
3618,23664866,55,75,23.0,4361
3619,241250559,55,71,13.0,3231
3620,45869233,55,68,13.0,5712
3621,76936279,55,99,59.0,4399
3622,124866710,55,66,14.000000000000002,2218
3623,71012645,55,115,9.0,11134
3624,82853372,55,96,36.0,3815
3625,14615871,55,336,332.0,3493
3626,55488516,55,59,14.000000000000002,1285
3627,256889809,55,90,18.0,3829
3628,34620751,55,60,15.0,5039
3629,18212352,55,90,27.0,10798
3630,76348185,55,317,121.0,12446
3631,86029229,55,79,19.0,9551
3632,314585181,55,62,7.000000000000001,8849
3633,44615672,55,101,54.0,13162
3634,24672263,55,64,21.0,280
3635,108882147,55,88,19.0,9917
3636,88127695,55,57,14.000000000000002,12428
3637,61162525,55,122,22.0,10416
3638,17001435,55,239,39.0,11411
3639,6519522,55,724,328.0,16123
3640,14529625,55,67,29.0,4642
3641,14251443,55,80,54.0,6137
3642,16669075,55,600,406.0,5703
3643,52528982,55,72,17.0,11202
3644,23946671,55,147,24.0,3453
3645,64376876,55,83,27.0,2014
3646,38068074,55,67,14.000000000000002,1347
3647,480587036,55,61,8.0,2682
3648,18753000,55,251,134.0,9100
3649,16789978,55,213,33.0,10588
3650,128594349,55,149,30.0,11134
3651,92291383,55,71,17.0,10231
3652,197341208,55,135,14.000000000000002,10434
3653,188591875,55,71,30.0,11113
3654,16941646,55,136,70.0,15589
3655,85867670,55,166,27.0,10686
3656,18990471,55,125,34.0,5665
3657,33669915,55,116,40.0,3329
3658,153460275,55,61,41.0,2298
3659,8067082,55,143,101.0,4958
3660,29429694,55,67,9.0,4289
3661,15060582,55,96,56.00000000000001,3912
3662,14074515,55,419,319.0,6020
3663,76091017,55,191,92.0,4836
3664,177310174,55,65,15.0,3951
3665,16739711,55,350,71.0,12745
3666,283732191,55,73,24.0,2475
3667,194746116,55,57,7.000000000000001,2844
3668,366293920,55,76,9.0,10807
3669,43920155,55,205,116.0,13452
3670,14628409,55,188,67.0,12393
3671,14507498,55,100,40.0,6182
3672,108633391,55,114,26.0,3264
3673,32423136,55,260,96.0,11318
3674,120176950,55,209,91.0,4986
3675,17328222,55,55,27.0,1
3676,399157601,55,83,9.0,10101
3677,7081402,55,407,281.0,17890
3678,236911327,55,93,14.000000000000002,5446
3679,195440075,55,59,18.0,3974
3680,20941681,55,72,37.0,2176
3681,422168320,55,99,15.0,6954
3682,304124717,55,70,16.0,9963
3683,137454693,55,227,92.0,10297
3684,14046322,55,85,17.0,7336
3685,362055950,55,87,31.0,1110
3686,193785644,55,97,26.0,5009
3687,19421554,55,89,35.0,2352
3688,17220934,55,153,197.0,9046
3689,275623719,55,67,24.0,797
3690,12298182,55,165,78.0,12671
3691,15368404,55,142,83.0,12150
3692,78408666,55,170,111.0,13715
3693,15647676,55,353,195.0,5218
3694,122194011,55,71,30.0,255
3695,139162440,55,787,889.0,10125
3696,78489442,55,67,19.0,10166
3697,69281027,55,69,21.0,9550
3698,19660870,55,76,55.00000000000001,1591
3699,66369206,55,157,109.0,4229
3700,16032925,55,111,32.0,11167
3701,33509142,55,93,46.0,3052
3702,22517990,55,128,28.000000000000004,12876
3703,111743,55,63,6.0,9055
3704,118704347,55,78,15.0,10863
3705,57249277,55,94,32.0,3471
3706,15976697,55,179,62.0,13127
3707,755068,55,194,85.0,13633
3708,542658826,55,100,29.0,1823
3709,186154646,55,82,89.0,3055
3710,220081296,55,92,15.0,3617
3711,16157855,55,185,53.0,13110
3712,228747444,55,133,25.0,11015
3713,101890311,55,57,18.0,137
3714,110823581,55,83,46.0,11865
3715,14118444,55,177,92.0,13877
3716,817386,55,72,92.0,1
3717,21423021,55,55,16.0,933
3718,15134782,55,254,315.0,15974
3719,29216764,55,161,30.0,11181
3720,451586190,55,219,228.0,4652
3721,197369626,55,56,22.0,137
3722,27311044,55,166,66.0,6569
3723,172060187,55,71,20.0,1347
3724,69091913,55,113,33.0,11180
3725,213796133,55,154,85.0,15450
3726,24586098,55,108,42.0,12766
3727,373909822,55,72,12.0,3075
3728,17818461,55,83,20.0,11679
3729,19940791,55,86,24.0,5403
3730,46681100,55,98,36.0,11758
3731,116831269,55,68,14.000000000000002,10808
3732,14159148,55,109,65.0,2594
3733,202387543,55,64,7.000000000000001,2926
3734,6120952,55,92,17.0,4270
3735,35617996,55,222,41.0,11282
3736,88956373,55,83,23.0,10163
3737,14075928,55,687,901.0,1
3738,300649060,55,70,19.0,2074
3739,9624742,55,570,368.0,5478
3740,19199615,55,62,10.0,3669
3741,280629993,55,62,28.000000000000004,3460
3742,126447573,55,69,25.0,4777
3743,16613128,55,173,79.0,5585
3744,187582563,55,66,9.0,11241
3745,81053602,55,76,15.0,11262
3746,7841652,55,101,53.0,5188
3747,35566561,55,104,18.0,11446
3748,470309837,55,57,10.0,2327
3749,17078632,55,71,40.0,6607
3750,246329877,55,57,31.0,338
3751,119392401,55,82,11.0,1127
3752,20729508,55,58,23.0,11244
3753,145809544,55,126,39.0,11597
3754,17346342,55,192,86.0,9434
3755,129879105,55,88,20.0,4418
3756,14505838,55,241,304.0,779
3757,18770485,55,85,39.0,3055
3758,14856951,55,108,50.0,2165
3759,22025634,55,72,23.0,2243
3760,16031927,55,193,67.0,13003
3761,90484508,55,103,46.0,7319
3762,6700332,55,73,23.0,9515
3763,66369181,55,193,104.0,10126
3764,194179246,55,95,30.0,9718
3765,82521206,55,101,27.0,9926
3766,9508922,55,93,54.0,10724
3767,113497402,55,117,43.0,9493
3768,195877797,55,142,6.0,11246
3769,14759617,55,61,16.0,12013
3770,14331688,55,177,68.0,11907
3771,44495942,55,73,14.000000000000002,1992
3772,532274904,55,78,26.0,1165
3773,19416225,55,92,31.0,10974
3774,1050111,55,90,35.0,11614
3775,3552991,55,77,20.0,9395
3776,7259302,55,94,54.0,15113
3777,38517589,55,86,29.0,12214
3778,501099084,55,80,68.0,1114
3779,22461427,55,629,751.0,12819
3780,31444064,55,59,17.0,616
3781,112593696,55,79,34.0,1573
3782,17469289,55,172,110.0,8784
3783,12895212,55,90,39.0,1509
3784,50055701,55,108,76.0,3286
3785,540287170,55,90,24.0,2826
3786,43821761,55,66,10.0,5777
3787,171154131,55,144,16.0,12649
3788,19525652,55,88,28.000000000000004,15412
3789,21010214,55,115,46.0,11072
3790,19208825,55,111,21.0,11404
3791,19399719,55,64,12.0,3347
3792,28628850,55,105,48.0,4398
3793,312658014,55,92,67.0,1
3794,206253815,55,61,8.0,2886
3795,19668026,55,62,24.0,4673
3796,14669951,55,132,138.0,2
3797,18020081,55,88,34.0,6919
3798,20593889,55,61,23.0,2159
3799,16072676,55,153,19.0,13235
3800,26487169,55,116,19.0,3526
3801,128393253,55,80,31.0,12547
3802,56413858,55,184,55.00000000000001,10845
3803,65493023,55,133,82.0,5148
3804,214246889,55,62,23.0,137
3805,21186125,55,110,52.0,11512
3806,1688461,55,185,133.0,9109
3807,166252256,55,104,77.0,4437
3808,456966324,55,88,30.0,1263
3809,20713061,55,128,81.0,10841
3810,16611084,55,89,8.0,13231
3811,59204932,55,120,126.0,11582
3812,18791763,55,233,147.0,11017
3813,272395158,55,111,14.000000000000002,11850
3814,86977818,55,68,30.0,3740
3815,25101996,55,140,27.0,11937
3816,14839147,55,109,35.0,10714
3817,18906561,55,104,49.0,9306
3818,41634520,55,146,90.0,10728
3819,20608910,55,170,132.0,11280
3820,110445334,55,223,61.0,12647
3821,275710913,55,73,80.0,1173
3822,19394188,55,118,79.0,6015
3823,19637934,55,535,774.0,12658
3824,16073043,55,101,25.0,8502
3825,18805644,55,146,38.0,12866
3826,196400161,55,108,27.0,12020
3827,15808765,55,81,42.0,11766
3828,14883401,55,129,14.000000000000002,11215
3829,15041845,55,143,46.0,6036
3830,223970563,55,170,30.0,10385
3831,14335880,55,137,54.0,10595
3832,3108351,55,189,239.0,6972
3833,16364399,55,96,27.0,7294
3834,18983793,55,123,33.0,3856
3835,15416505,55,84,43.0,6465
3836,10615232,55,105,37.0,12060
3837,118756393,55,138,25.0,4168
3838,122207745,55,198,16.0,12991
3839,37764422,55,106,34.0,10792
3840,15649433,55,362,169.0,5561
3841,15513604,55,178,44.0,12016
3842,169203819,55,185,17.0,13354
3843,18646108,55,295,76.0,13538
3844,22276141,55,89,17.0,10519
3845,16187637,55,230,33.0,12205
3846,2704951,55,71,37.0,7443
3847,7713202,55,187,74.0,12111
3848,15515169,55,128,18.0,9925
3849,5357812,55,80,49.0,6482
3850,46176168,55,129,89.0,11163
3851,182163783,54,91,37.0,8475
3852,187569483,54,58,12.0,2902
3853,87821661,54,72,8.0,3260
3854,20437031,54,67,18.0,2426
3855,30180137,54,64,16.0,3234
3856,16438248,54,69,57.99999999999999,4633
3857,346568514,54,61,10.0,2734
3858,12223,54,162,149.0,11417
3859,48788647,54,67,28.000000000000004,2008
3860,460302787,54,66,24.0,1067
3861,186201749,54,66,20.0,4621
3862,20161019,54,156,42.0,7044
3863,189686155,54,76,30.0,4190
3864,33933259,54,140,43.0,13762
3865,15290899,54,124,47.0,8317
3866,283536837,54,67,6.0,3255
3867,41315331,54,76,8.0,1205
3868,14445542,54,141,53.0,7375
3869,30602608,54,55,16.0,10971
3870,11504382,54,131,37.0,7087
3871,8752622,54,101,51.0,3067
3872,6229562,54,141,37.0,7700
3873,21166244,54,137,78.0,4608
3874,50740020,54,102,33.0,3772
3875,19193475,54,66,20.0,8773
3876,189051975,54,133,34.0,5498
3877,91105876,54,77,31.0,4254
3878,102137866,54,188,81.0,8465
3879,144064703,54,72,32.0,11907
3880,17451816,54,109,37.0,6738
3881,212018296,54,198,94.0,10276
3882,15820160,54,61,18.0,2119
3883,14464369,54,312,418.0,1288
3884,131144091,54,102,65.0,11575
3885,5408852,54,75,27.0,4013
3886,503275615,54,60,11.0,2333
3887,428333,54,533,863.0000000000001,1245
3888,228979300,54,57,24.0,2925
3889,68198046,54,79,11.0,10871
3890,124296976,54,104,39.0,5300
3891,83883736,54,241,253.0,8704
3892,242024994,54,64,19.0,8863
3893,76156485,54,90,31.0,9198
3894,229741646,54,57,13.0,2857
3895,14533116,54,142,32.0,7093
3896,18917203,54,132,39.0,6648
3897,12095912,54,125,36.0,7552
3898,16715729,54,57,11.0,5324
3899,41413470,54,108,11.0,11167
3900,12350092,54,61,10.0,3843
3901,14342564,54,200,168.0,5319
3902,1835411,54,222,205.0,10863
3903,68172913,54,62,6.0,4605
3904,756379,54,117,56.00000000000001,13985
3905,15912884,54,76,40.0,4392
3906,14425379,54,76,30.0,4839
3907,15000527,54,77,21.0,5478
3908,13201312,54,78,34.0,4559
3909,18393773,54,361,557.0,9866
3910,120358020,54,64,6.0,3403
3911,16987303,54,59,26.0,1711
3912,4404141,54,68,25.0,1537
3913,343415573,54,65,9.0,2640
3914,13461662,54,217,174.0,14607
3915,143568410,54,89,33.0,3929
3916,177470611,54,121,11.0,7029
3917,137577423,54,72,32.0,9286
3918,254073,54,91,68.0,3
3919,24265368,54,81,24.0,12785
3920,42070873,54,90,27.0,16014
3921,16952499,54,77,32.0,1976
3922,16043008,54,101,57.99999999999999,7918
3923,112503972,54,95,17.0,3486
3924,21111304,54,70,26.0,8135
3925,12496,54,63,24.0,3115
3926,11667452,54,91,22.0,5269
3927,27837808,54,220,94.0,9956
3928,117914698,54,54,18.0,734
3929,251261925,54,110,35.0,2618
3930,54900089,54,73,14.000000000000002,10181
3931,16723958,54,126,36.0,6770
3932,10400902,54,208,47.0,7922
3933,15488968,54,127,59.0,10754
3934,14166219,54,94,34.0,4134
3935,8453452,54,240,107.0,12963
3936,23152989,54,253,128.0,11560
3937,402394026,54,132,48.0,4206
3938,15753937,54,130,39.0,7261
3939,13494882,54,74,20.0,10303
3940,15358350,54,116,21.0,7571
3941,14368074,54,101,55.00000000000001,6783
3942,26250338,54,70,21.0,3637
3943,166619792,54,63,24.0,6758
3944,23970102,54,79,44.0,3866
3945,15119691,54,114,36.0,4653
3946,17451713,54,59,5.0,9498
3947,36311369,54,113,50.0,11907
3948,8791662,54,68,15.0,3515
3949,15788309,54,97,23.0,11691
3950,16895140,54,153,54.0,6476
3951,644463,54,63,23.0,2664
3952,43966169,54,58,6.0,5904
3953,131926467,54,131,90.0,8738
3954,220220703,54,130,22.0,5656
3955,236025357,54,155,28.000000000000004,6135
3956,19251657,54,54,21.0,878
3957,278311152,54,82,34.0,4734
3958,556092287,54,88,6.0,2145
3959,16463326,54,119,62.0,6391
3960,24057172,54,139,89.0,5711
3961,9721792,54,138,65.0,4570
3962,19903,54,71,19.0,3551
3963,7936062,54,59,22.0,8006
3964,15781032,54,103,26.0,6179
3965,16038438,54,294,115.0,14013
3966,18119683,54,140,62.0,8792
3967,278340082,54,141,39.0,5993
3968,18073212,54,87,30.0,4380
3969,98496975,54,119,42.0,5533
3970,12384312,54,133,36.0,5815
3971,43919633,54,78,30.0,10975
3972,11346482,54,125,33.0,7221
3973,336982110,54,90,30.0,4273
3974,177292365,54,121,36.0,6985
3975,22528070,54,62,30.0,384
3976,24763,54,66,27.0,2575
3977,23691649,54,134,92.0,6245
3978,310087940,54,165,46.0,10061
3979,17092862,54,170,79.0,7385
3980,20315513,54,196,81.0,8835
3981,14714825,54,61,16.0,8070
3982,101782947,54,72,40.0,9806
3983,107125748,54,84,27.0,5355
3984,16815619,54,119,59.0,4123
3985,11069462,54,122,53.0,8422
3986,22883550,54,76,40.0,5985
3987,177553367,54,57,15.0,3215
3988,749863,54,360,363.0,7366
3989,21909890,54,125,40.0,7603
3990,7040932,54,293,281.0,17364
3991,15217406,54,179,75.0,11392
3992,7079062,54,237,127.0,9098
3993,365873889,54,103,37.0,3464
3994,348278208,54,138,44.0,5409
3995,62714018,54,71,13.0,12616
3996,149660084,54,191,91.0,9112
3997,33669807,54,100,39.0,3828
3998,15199325,54,170,48.0,7416
3999,18889063,54,130,30.0,7456
4000,59166951,54,68,13.0,1319
4001,376629559,54,88,24.0,5210
4002,109550381,53,55,22.0,130
4003,18948541,53,282,546.0,12051
4004,39441533,53,70,11.0,9678
4005,22138356,53,56,19.0,159
4006,308275485,53,63,10.0,2972
4007,90054448,53,89,24.0,9979
4008,237844873,53,59,11.0,2076
4009,51352986,53,115,54.0,10036
4010,14512689,53,113,61.0,9726
4011,112508240,53,161,362.0,7685
4012,209506790,53,71,21.0,10205
4013,35943,53,84,70.0,3232
4014,178388060,53,83,29.0,10915
4015,661403,53,146,121.0,11224
4016,262922606,53,67,39.0,1115
4017,30364057,53,615,1086.0,7654
4018,5698342,53,85,53.0,5402
4019,163058205,53,59,16.0,130
4020,5988062,53,147,139.0,6833
4021,407152801,53,67,10.0,4679
4022,106144762,53,59,17.0,137
4023,14733,53,66,34.0,2101
4024,24447643,53,257,436.00000000000006,14260
4025,16933490,53,90,31.0,3975
4026,229951380,53,59,11.0,2738
4027,15224867,53,190,431.0,4975
4028,260743800,53,60,8.0,158
4029,11961352,53,59,17.0,2752
4030,235092080,53,102,40.0,9996
4031,8226492,53,63,15.0,10091
4032,33602654,53,57,59.0,3933
4033,23027237,53,290,300.0,7828
4034,20108560,53,157,71.0,15296
4035,92017367,53,58,11.0,3839
4036,6539592,53,232,281.0,13973
4037,6480682,53,419,518.0,12521
4038,378203789,53,84,15.0,1270
4039,38214426,53,90,19.0,7185
4040,18719865,53,70,15.0,6453
4041,19058681,53,318,572.0,14467
4042,23235056,53,297,143.0,18167
4043,8735592,53,116,47.0,12960
4044,14506253,53,418,582.0,9603
4045,76567020,53,78,15.0,8782
4046,44039298,53,276,308.0,12898
4047,15279429,53,185,105.0,9337
4048,19799873,53,61,19.0,2653
4049,22027186,53,597,863.0000000000001,1
4050,27790436,53,57,9.0,5080
4051,33752014,53,76,14.000000000000002,8793
4052,33235204,53,56,23.0,610
4053,14681605,53,264,332.0,5094
4054,125547081,53,138,50.0,7597
4055,22677790,53,217,334.0,6822
4056,15728161,53,99,55.00000000000001,7372
4057,30915849,53,79,24.0,8965
4058,57033388,53,70,44.0,3426
4059,14756754,53,62,10.0,3271
4060,16045268,53,74,26.0,1895
4061,16871637,53,138,78.0,10503
4062,45564482,53,169,62.0,10859
4063,1075,53,55,59.0,5998
4064,174768030,53,64,23.0,7283
4065,19364964,53,55,25.0,451
4066,119235720,53,76,21.0,1839
4067,6480652,53,232,277.0,7353
4068,8111912,53,68,39.0,8358
4069,759251,53,271,576.0,2050
4070,15311166,53,96,41.0,5285
4071,17135252,53,66,12.0,12329
4072,465024108,53,117,11.0,4045
4073,44494276,53,79,29.0,10532
4074,9283312,53,66,34.0,6013
4075,209081337,53,58,9.0,3898
4076,27022632,53,211,152.0,7091
4077,133769083,53,62,13.0,2153
4078,259379883,53,410,617.0,5747
4079,12089102,53,64,41.0,5884
4080,38934368,53,87,85.0,2487
4081,17732153,53,177,220.00000000000003,7802
4082,18671559,53,285,334.0,16478
4083,329865729,53,72,26.0,5265
4084,2713951,53,76,53.0,4999
4085,31540671,53,101,22.0,3212
4086,11340982,53,138,130.0,14068
4087,20649962,53,175,93.0,3722
4088,204386512,53,73,19.0,5423
4089,17382568,53,65,41.0,4754
4090,38492717,53,122,14.000000000000002,16826
4091,145753059,53,155,119.0,13347
4092,19805496,53,85,22.0,12652
4093,5471,53,57,17.0,9219
4094,266084180,53,89,19.0,3331
4095,62905050,53,83,11.0,7676
4096,25589776,53,93,76.0,11087
4097,486975681,53,75,8.0,11333
4098,15164565,53,199,182.0,7412
4099,33051095,53,164,47.0,17578
4100,18897157,53,328,199.0,15942
4101,25220741,53,62,11.0,11509
4102,88749392,53,250,366.0,7414
4103,57107167,53,131,118.0,2009
4104,14134204,53,88,93.0,11792
4105,148148588,53,62,10.0,14046
4106,486911734,53,84,9.0,4405
4107,234809011,53,53,11.0,2656
4108,17854366,53,71,39.0,5601
4109,17025613,53,53,29.0,841
4110,147981721,53,63,10.0,10609
4111,257126470,53,73,32.0,5108
4112,25166063,53,72,27.0,11387
4113,58379000,53,70,30.0,2853
4114,15032736,53,57,50.0,2662
4115,352828674,53,65,13.0,2879
4116,111400999,53,80,20.0,7726
4117,17173775,53,73,60.0,4235
4118,1084,53,59,33.0,7938
4119,26582656,53,90,42.0,5135
4120,113897988,53,102,40.0,12605
4121,44698296,53,64,20.0,7258
4122,233638131,53,65,10.0,10517
4123,234767974,53,105,10.0,10681
4124,20975060,53,75,34.0,10362
4125,191613738,53,88,17.0,3778
4126,11447852,53,174,165.0,11874
4127,214620546,53,107,9.0,10681
4128,1652541,53,83,75.0,1512
4129,27234253,53,72,15.0,3876
4130,132560993,53,59,29.0,130
4131,66699013,53,232,155.0,16174
4132,19553409,53,71,49.0,1554
4133,28621095,53,68,21.0,8153
4134,130617778,53,170,267.0,8235
4135,17853760,53,254,290.0,8519
4136,18645812,53,60,18.0,7070
4137,35546405,53,69,11.0,5277
4138,20150502,53,121,33.0,8663
4139,50325797,53,106,97.0,4768
4140,16017475,53,180,196.0,11042
4141,9532402,53,124,135.0,8902
4142,14749070,53,75,74.0,10114
4143,36803580,53,205,255.0,3
4144,16012783,53,176,118.0,14095
4145,14246001,53,308,124.0,12387
4146,18208354,53,268,346.0,14946
4147,62191459,53,60,10.0,6166
4148,108757480,53,65,13.0,3154
4149,407387443,53,74,9.0,10081
4150,18812301,53,100,70.0,11047
4151,17469492,53,99,16.0,7059
4152,13783772,53,183,72.0,14897
4153,15731368,53,85,87.0,3745
4154,14251225,53,103,50.0,6580
4155,36836939,53,75,32.0,4333
4156,54037230,53,151,56.99999999999999,10455
4157,227444991,53,64,10.0,2812
4158,23112236,53,120,28.000000000000004,11316
4159,4310571,53,70,41.0,7115
4160,20870216,53,60,10.0,11501
4161,169554488,53,70,9.0,3112
4162,462553493,53,104,17.0,4281
4163,18622869,53,120,146.0,6418
4164,13783982,53,100,15.0,7585
4165,4278201,53,137,73.0,13763
4166,204079033,53,55,12.0,11172
4167,17812500,53,107,36.0,4994
4168,14412533,53,110,123.0,9066
4169,84155547,53,67,18.0,10461
4170,5741722,53,99,61.0,6145
4171,12193342,53,141,114.0,7770
4172,14939981,53,133,128.0,14826
4173,16129920,53,297,417.0,9770
4174,15030908,53,71,37.0,2835
4175,14717197,53,90,65.0,7314
4176,9300262,53,86,46.0,6391
4177,40885516,53,80,22.0,1772
4178,380018773,53,56,6.0,3201
4179,5392522,53,199,180.0,10288
4180,66668490,53,67,9.0,2080
4181,433789613,53,88,13.0,2677
4182,423169296,53,55,7.000000000000001,1396
4183,80617430,53,138,68.0,6243
4184,55033682,53,118,148.0,3464
4185,222582311,53,81,14.000000000000002,11381
4186,73820209,53,55,14.000000000000002,10636
4187,34563933,53,60,13.0,12751
4188,361694521,53,56,23.0,1
4189,179138862,53,63,20.0,3732
4190,295649749,53,81,6.0,4110
4191,12011422,53,94,43.0,8360
4192,6577642,53,96,24.0,14132
4193,14836915,53,56,12.0,4249
4194,31414569,53,89,15.0,5048
4195,17074440,53,139,175.0,6609
4196,14437914,53,143,56.99999999999999,12019
4197,14987728,53,97,48.0,10298
4198,14415108,53,73,19.0,4645
4199,7744592,53,160,129.0,8018
4200,34502596,53,67,28.000000000000004,4922
4201,105643923,53,133,77.0,4471
4202,24989174,53,93,120.0,144
4203,27300556,53,63,7.000000000000001,1881
4204,89820928,53,76,56.99999999999999,4822
4205,20109973,53,98,69.0,11240
4206,31203,53,131,23.0,8254
4207,6480732,53,139,164.0,6197
4208,37982492,53,101,123.0,5824
4209,28617554,53,91,36.0,4641
4210,23820989,53,94,60.0,5195
4211,21035409,53,123,140.0,6488
4212,16003580,53,100,13.0,5988
4213,259410199,53,88,26.0,5569
4214,14689101,53,104,21.0,5332
4215,16312576,53,282,179.0,13199
4216,18364951,53,74,8.0,6465
4217,32338244,53,92,30.0,5313
4218,15693493,53,335,211.0,15217
4219,261444905,53,63,13.0,4907
4220,430170026,53,80,9.0,1337
4221,321652589,53,77,29.0,3019
4222,105580730,53,91,16.0,4893
4223,75106898,53,82,18.0,4796
4224,29344169,53,121,159.0,5255
4225,21053921,53,96,22.0,4740
4226,21347559,53,73,9.0,5079
4227,51692378,53,94,18.0,5681
4228,62292058,53,96,27.0,4464
4229,19610339,53,76,22.0,4215
