,node,ks,kdeg,pr,m
11270,7350962,23,35,24.0,36433
11271,17459208,14,16,7.000000000000001,36433
11272,9509482,31,74,28.999999999999996,36433
11273,14690944,26,28,12.0,36433
11274,57729132,26,64,37.0,36433
11275,45145944,24,41,20.0,36433
11276,18614747,26,63,50.0,36433
11277,14513842,22,26,22.0,36433
11278,17241895,47,101,75.0,36433
11279,18270268,22,24,9.0,36433
11280,19752962,30,45,18.0,36433
11281,11864262,52,106,82.0,36433
11282,140880366,26,50,11.0,36433
11283,16272448,31,119,52.0,36433
11284,171159684,25,40,17.0,36433
11285,46650115,26,63,30.0,36433
11286,47471628,30,67,36.0,36433
11287,17912337,31,42,17.0,36433
11288,17375110,21,21,13.0,36433
11289,17233110,26,57,21.0,36433
11290,14704316,31,73,27.0,36433
11291,28042983,5,5,5.0,36433
11292,14314315,26,43,41.0,36433
11293,14669232,26,32,16.0,36433
11294,15790496,31,46,21.0,36433
11295,16197538,31,38,17.0,36433
11296,14740219,37,84,99.0,36433
11297,15955069,31,39,10.0,36433
11298,17959695,31,71,17.0,36433
11299,809010,31,95,46.0,36433
11300,18227869,31,59,19.0,36433
11301,21531222,30,50,16.0,36433
11302,16001975,27,32,19.0,36433
11303,13790282,49,225,157.0,36433
11304,15626814,26,76,40.0,36433
11305,18387712,23,29,43.0,36433
11306,14325471,52,82,43.0,36433
11307,12860392,26,34,13.0,36433
11308,14130030,27,32,14.000000000000002,36433
11309,14117574,16,18,11.0,36433
11310,15581992,22,29,21.0,36433
11311,16904234,16,20,13.0,36433
11312,43900648,23,30,11.0,36433
11313,92618763,15,15,7.000000000000001,36433
11314,49170604,14,17,11.0,36433
11315,69193714,31,56,16.0,36433
11316,8914942,47,97,128.0,36433
11317,17260743,6,6,7.000000000000001,36433
11318,7744882,28,45,11.0,36433
11319,15841275,31,38,14.000000000000002,36433
11320,128997414,20,20,13.0,36433
11321,57851967,26,42,28.000000000000004,36433
11322,16168089,26,52,44.0,36433
11323,17403531,30,45,18.0,36433
11324,14457787,15,17,12.0,36433
11325,264315278,30,40,8.0,36433
11326,114795494,15,17,5.0,36433
11327,17574181,14,14,10.0,36433
11328,17571169,15,18,16.0,36433
11329,16534545,27,33,28.000000000000004,1
11330,14432804,20,20,7.000000000000001,36433
11331,74673,49,71,28.000000000000004,36433
11332,17324058,31,73,21.0,36433
11333,10386662,26,43,32.0,36433
11334,10447872,31,61,24.0,36433
11335,50356964,31,43,23.0,36433
11336,30289889,27,38,14.000000000000002,36433
11337,159726590,7,8,5.0,36433
11338,108524228,7,8,6.0,36433
11339,23819371,30,41,16.0,36433
11340,14299000,30,47,14.000000000000002,36433
11341,14252975,26,50,27.0,36433
11342,185832347,23,28,8.0,36433
11343,27548032,9,9,13.0,1
11344,91285471,26,75,60.0,36433
11345,177292365,54,121,36.0,36433
11346,16595296,27,34,13.0,36433
11347,16909728,27,37,17.0,36433
11348,14741870,17,17,14.000000000000002,1
11349,18244122,13,13,7.000000000000001,36433
11350,16535484,27,34,15.0,36433
11351,29054594,31,51,16.0,36433
11352,31158933,23,28,24.0,36433
11353,236545207,19,21,13.0,36433
11354,235755424,23,27,7.000000000000001,36433
11355,23105968,26,60,36.0,36433
11356,180719473,23,31,20.0,36433
11357,2660661,15,15,9.0,36433
11358,70900318,15,15,11.0,36433
11359,234510030,2,4,5.0,36436
11360,820633,15,16,9.0,36433
11361,6813682,19,21,10.0,36433
11362,132802817,6,6,6.0,36433
11363,131279093,23,26,17.0,36433
11364,18047517,13,13,17.0,36433
11365,14596798,61,102,66.0,36433
11366,24604797,17,21,28.000000000000004,1
11367,7282592,20,24,35.0,1
11368,14223829,16,18,43.0,36433
11369,23649104,26,53,39.0,36433
11370,17225361,24,88,100.0,36433
11371,69017670,16,19,13.0,36433
11372,16430625,26,36,32.0,36433
11373,789824,3,3,10.0,1
11374,3611041,33,73,55.00000000000001,36433
11375,84385994,1,1,6.0,1
11376,17425194,8,8,8.0,36433
11377,266043601,23,24,14.000000000000002,36433
11378,16501489,19,20,18.0,1
11379,30027101,7,7,8.0,36433
11380,12640502,14,18,13.0,36433
11381,10051022,14,14,20.0,36433
11382,15222719,5,5,9.0,36433
11383,17954520,9,11,12.0,36433
11384,49561518,6,6,8.0,36433
11385,66576548,12,14,14.000000000000002,36433
11386,16871017,16,17,7.000000000000001,36433
11387,20200882,18,25,12.0,36433
11388,14218296,17,39,112.00000000000001,36433
11389,14881968,14,14,9.0,36433
11390,34656783,7,7,7.000000000000001,36433
11391,39097715,28,58,69.0,36433
11392,29771314,10,11,11.0,36433
11393,66263785,28,63,76.0,36433
11394,19010233,6,6,8.0,36433
11395,12652542,5,5,12.0,1
11396,15292112,5,5,6.0,36433
11397,38702590,4,4,5.0,36433
11398,17446998,3,3,8.0,36433
11399,131768131,7,7,13.0,1
11400,31196215,2,2,5.0,36433
11401,17169854,1,1,8.0,1
11402,62598171,2,2,6.0,36434
11403,239519171,6,6,9.0,36433
11404,136875631,3,3,6.0,36433
11405,20333461,17,17,15.0,36433
11406,15227368,3,3,8.0,36433
11407,16852229,47,74,78.0,36433
11408,22087237,3,3,5.0,36434
11409,30927731,4,4,5.0,36433
11410,21693877,3,3,5.0,36434
11411,119168161,3,5,17.0,1
11412,50372842,1,2,9.0,1
11413,17068830,1,1,6.0,1
11414,134888298,1,1,5.0,2
11415,5827,61,110,43.0,36433
11416,1768351,56,62,26.0,36433
11417,8308622,59,77,49.0,36433
11418,12277182,59,77,25.0,36433
11419,14110750,57,95,52.0,36433
11420,12830,61,148,71.0,36433
11421,16729915,33,36,8.0,36433
11422,11000562,61,400,100.0,36433
11423,6321322,59,69,16.0,36433
11424,3302,50,81,45.0,36433
11425,644603,25,27,17.0,36433
11426,714033,59,92,47.0,36433
11427,1729441,61,86,19.0,36433
11428,8115462,39,43,19.0,36433
11429,15062954,61,87,33.0,36433
11430,14503,61,133,63.0,36433
11431,11818,61,115,25.0,36433
11432,18166611,59,68,26.0,36433
11433,14756754,53,62,10.0,36433
11434,1271901,43,51,23.0,36433
11435,799212,61,205,105.0,36433
11436,7646402,61,110,33.0,36433
11437,11963132,52,59,28.999999999999996,36433
11438,24763,54,66,27.0,36433
11439,11661,61,171,102.0,36433
11440,60463,60,81,28.999999999999996,36433
11441,58063,56,72,14.000000000000002,36433
11442,15820160,54,61,18.0,36433
11443,1295001,61,187,91.0,36433
11444,13567,61,89,39.0,36433
11445,3325171,61,157,56.99999999999999,36433
11446,18214320,59,81,23.0,36433
11447,14474034,51,56,11.0,36433
11448,12158,61,150,80.0,36433
11449,10336822,61,106,42.0,36433
11450,13276422,61,142,26.0,36433
11451,771712,59,78,10.0,36433
11452,14108346,61,135,38.0,36433
11453,24026819,40,43,37.0,36433
11454,16655768,34,37,25.0,36433
11455,6008962,45,46,18.0,36433
11456,15153,61,148,69.0,36433
11457,13721662,61,110,41.0,36433
11458,5868362,61,130,45.0,36433
11459,16866701,61,102,41.0,36433
11460,12496,54,63,24.0,36433
11461,33923,61,229,152.0,36433
11462,8791662,54,68,15.0,36433
11463,17673,61,156,70.0,36433
11464,782912,59,82,19.0,36433
11465,19903,54,71,19.0,36433
11466,16601823,36,41,34.0,1
11467,7772042,52,66,28.000000000000004,36433
11468,637373,29,29,10.0,36433
11469,9085252,60,169,85.0,36433
11470,14544190,59,282,138.0,36433
11471,18389670,61,112,27.0,36433
11472,644463,54,63,23.0,36433
11473,35943,53,84,70.0,36433
11474,10951232,61,117,45.0,36433
11475,18214171,61,124,35.0,36433
11476,140118545,15,23,26.0,1
11477,4664501,61,98,73.0,36433
11478,20469167,61,112,77.0,36433
11479,11961352,53,59,17.0,36433
11480,12161,61,94,49.0,36433
11481,6392872,10,10,5.0,36433
11482,17688601,16,19,6.0,36433
11483,9243482,45,47,10.0,36433
11484,40039015,7,7,6.0,36433
11485,8231962,31,32,7.000000000000001,36433
11486,668253,57,70,41.0,36433
11487,6810832,31,31,17.0,36433
11488,14153283,34,36,13.0,36433
11489,6740642,61,176,112.00000000000001,36433
11490,14601788,61,115,72.0,36433
11491,15212750,59,80,16.0,36433
11492,14797160,6,6,5.0,36433
11493,12512,21,23,14.000000000000002,36433
11494,1764931,27,32,18.0,36433
11495,356663,37,40,26.0,36433
11496,18359862,42,50,12.0,36433
11497,12069912,59,92,33.0,36433
11498,11133442,61,99,88.0,36433
11499,6545732,49,55,14.000000000000002,36433
11500,17346623,32,32,20.0,36433
11501,14113479,26,27,7.000000000000001,36433
11502,14257869,40,44,17.0,36433
11503,125733169,27,27,5.0,36433
11504,215364191,5,5,6.0,36433
11505,22012004,7,12,19.0,1
11506,15351100,61,99,47.0,36433
11507,332232530,32,45,18.0,36433
11508,54529782,7,8,6.0,36433
11509,14733,53,66,34.0,36433
11510,95028210,59,78,28.000000000000004,36433
11511,11794312,59,91,12.0,36433
11512,615813,47,52,23.0,36433
11513,50373,56,68,13.0,36433
11514,768382,16,21,15.0,36433
11515,14214977,21,23,6.0,36433
11516,14437310,56,82,18.0,36433
11517,7816912,20,20,11.0,36433
11518,71239180,7,11,12.0,36433
11519,50597693,17,17,12.0,36433
11520,55963,49,51,18.0,36433
11521,20152728,7,8,7.000000000000001,36433
11522,12350092,54,61,10.0,36433
11523,2059301,34,34,6.0,36433
11524,3339331,24,25,7.000000000000001,36433
11525,639013,39,55,34.0,36433
11526,16822292,21,26,6.0,36433
11527,37902551,21,25,7.000000000000001,36433
11528,1233821,14,14,6.0,36433
11529,285061989,7,12,13.0,36433
11530,14760567,21,24,8.0,36433
11531,6531772,8,10,11.0,36433
11532,2276201,23,23,10.0,36433
11533,14188509,12,12,5.0,36433
11534,9650402,21,22,6.0,36433
11535,15292410,17,17,13.0,36433
11536,5259111,32,36,11.0,36433
11537,7372912,31,31,10.0,36433
11538,13085502,8,8,7.000000000000001,36433
11539,1066011,7,7,9.0,36433
11540,162331424,7,12,21.0,36433
11541,377622968,4,4,11.0,36433
11542,245275091,2,2,6.0,36433
11543,14233500,17,18,9.0,36433
11544,84158139,4,4,16.0,36433
11545,235223670,4,5,18.0,36433
11546,33501239,10,11,8.0,36433
11547,19863400,7,8,7.000000000000001,36433
11548,13420,6,6,7.000000000000001,36433
11549,1235161,15,15,17.0,1
11550,814693,4,8,27.0,36433
11551,25820177,7,8,10.0,36433
11552,230214045,2,2,6.0,36433
11553,17636894,18,27,43.0,36433
11554,12584742,1,1,6.0,1
11555,259702893,2,2,6.0,1
11556,10776122,3,3,5.0,1
11557,14157301,9,10,5.0,36433
11558,14320378,2,2,10.0,36433
11559,10162792,2,2,5.0,36434
11560,266224320,1,1,6.0,1
11561,542658826,55,100,28.999999999999996,36433
11562,342367574,32,35,13.0,36433
11563,308275485,53,63,10.0,36433
11564,166743346,56,128,28.000000000000004,36433
11565,30426021,71,247,23.0,36433
11566,226598682,56,77,14.000000000000002,36433
11567,237844873,53,59,11.0,36433
11568,531203913,48,58,23.0,36433
11569,39600392,71,215,115.99999999999999,36433
11570,127211957,71,263,40.0,36433
11571,378203789,53,84,15.0,36433
11572,292354838,71,286,149.0,36433
11573,183511926,56,97,18.0,36433
11574,532274904,55,78,26.0,36433
11575,118825977,71,262,107.0,36433
11576,44495942,55,73,14.000000000000002,36433
11577,144092526,56,109,72.0,36433
11578,18264936,71,229,26.0,36433
11579,456966324,55,88,30.0,36433
11580,475740308,56,106,39.0,36433
11581,385655413,56,155,34.0,36433
11582,115751705,56,106,19.0,36433
11583,253136414,56,87,28.999999999999996,36433
11584,175497681,50,55,17.0,36433
11585,549914200,44,50,22.0,36433
11586,71278779,31,31,17.0,36433
11587,111172075,56,140,21.0,36433
11588,196926575,63,123,46.0,36433
11589,392197972,56,117,24.0,36433
11590,59099794,39,40,30.0,36433
11591,36480971,53,66,30.0,36433
11592,208541451,71,218,74.0,36433
11593,32469669,56,101,51.0,36433
11594,83456774,71,236,47.0,36433
11595,311951023,56,124,51.0,36433
11596,110896395,71,206,46.0,36433
11597,315264612,19,23,16.0,36433
11598,125159561,71,213,73.0,36433
11599,321045403,71,193,93.0,36433
11600,55873816,71,189,42.0,36433
11601,121999927,71,215,177.0,36433
11602,154228653,56,104,65.0,36433
11603,317363815,56,87,12.0,36433
11604,27647185,56,92,59.0,36433
11605,95495271,71,432,151.0,36433
11606,312658014,55,92,67.0,1
11607,14880937,71,230,217.0,36433
11608,16193686,21,22,8.0,36433
11609,22662317,44,49,18.0,36433
11610,19421554,55,89,35.0,36433
11611,323269700,35,37,16.0,36433
11612,1521851,56,108,57.99999999999999,36433
11613,318420143,71,134,48.0,36433
11614,271463916,44,53,11.0,36433
11615,541259303,14,14,7.000000000000001,36433
11616,501558064,46,53,32.0,36433
11617,1593581,56,77,17.0,36433
11618,20178313,71,152,33.0,36433
11619,170939290,31,31,9.0,36433
11620,31797181,71,177,86.0,36433
11621,219697910,53,75,23.0,36433
11622,104482820,56,165,51.0,36433
11623,41315331,54,76,8.0,36433
11624,315868674,71,253,38.0,36433
11625,20178847,57,123,37.0,36433
11626,317218700,53,59,31.0,36433
11627,44494857,8,8,6.0,36433
11628,69085691,71,260,129.0,36433
11629,30846470,56,158,56.00000000000001,36433
11630,536839735,39,50,12.0,36433
11631,19764050,56,91,57.99999999999999,36433
11632,95684897,56,97,17.0,36433
11633,323726907,10,10,6.0,36433
11634,26276457,56,116,28.999999999999996,36433
11635,34712510,32,32,21.0,36433
11636,323165133,47,55,9.0,36433
11637,144389923,52,59,45.0,36433
11638,194516580,71,168,85.0,36433
11639,15001393,17,20,6.0,36433
11640,369656317,26,31,16.0,36433
11641,487698090,36,39,11.0,36433
11642,318577475,50,57,30.0,36433
11643,19650040,47,51,48.0,36433
11644,312583781,25,27,12.0,36433
11645,16446837,71,167,61.0,36433
11646,298038575,71,240,147.0,36433
11647,399680056,34,36,11.0,36433
11648,394237180,56,68,25.0,36433
11649,540287170,55,90,24.0,36433
11650,109615894,35,35,10.0,36433
11651,12895212,55,90,39.0,36433
11652,256136395,56,107,28.999999999999996,36433
11653,337833396,48,51,8.0,36433
11654,333464309,71,200,73.0,36433
11655,15220205,57,184,87.0,36433
11656,517716973,48,56,7.000000000000001,36433
11657,111301832,50,66,42.0,36433
11658,501099084,55,80,68.0,36433
11659,403101513,50,59,19.0,36433
11660,362055950,55,87,31.0,36433
11661,66713854,61,138,99.0,36433
11662,283059286,26,26,7.000000000000001,36433
11663,88788576,56,132,49.0,36433
11664,135614318,52,62,23.0,36433
11665,125502784,53,59,14.000000000000002,36433
11666,558797061,43,46,9.0,36433
11667,300649060,55,70,19.0,36433
11668,465073534,39,41,17.0,36433
11669,397687637,33,33,7.000000000000001,36433
11670,78054205,14,17,12.0,36433
11671,531838038,33,35,22.0,36433
11672,541175404,48,53,15.0,36433
11673,28204375,2,3,16.0,36433
11674,460302787,54,66,24.0,36433
11675,29143283,19,19,18.0,36433
11676,197756538,59,122,39.0,36433
11677,543356281,14,15,5.0,36434
11678,14751235,34,36,31.0,36433
11679,185606252,47,52,14.000000000000002,36433
11680,122005047,47,58,46.0,36433
11681,369691207,18,18,14.000000000000002,1
11682,14283643,7,8,14.000000000000002,1
11683,21851427,28,28,14.000000000000002,36433
11684,264124472,20,20,8.0,36433
11685,294163852,56,111,56.99999999999999,36433
11686,321652589,53,77,28.999999999999996,36433
11687,18958668,52,66,34.0,36433
11688,121380562,23,23,34.0,36433
11689,22441879,7,7,9.0,1
11690,17065050,7,7,5.0,36434
11691,147902011,34,43,14.000000000000002,36433
11692,72588646,29,30,17.0,36433
11693,19279794,37,37,7.000000000000001,36433
11694,19450253,38,38,13.0,36433
11695,329381019,11,11,8.0,1
11696,317388700,28,28,6.0,36433
11697,119392401,55,82,11.0,36433
11698,430170026,53,80,9.0,36433
11699,93981868,6,6,7.000000000000001,1
11700,112735231,20,20,9.0,36433
11701,7380372,6,6,9.0,36433
11702,26526228,9,9,5.0,36433
11703,65892993,13,13,9.0,36433
11704,34471534,7,7,8.0,36433
11705,547577797,8,8,5.0,36434
11706,16509622,7,8,8.0,36433
11707,395028120,12,12,9.0,36433
11708,249111361,8,8,5.0,36433
11709,42654792,15,15,6.0,36433
11710,6425402,2,2,6.0,36433
11711,275761735,1,1,5.0,36434
11712,407653410,12,12,8.0,36433
11713,43523961,7,7,8.0,36433
11714,30629707,2,2,5.0,36434
11715,406404042,9,10,10.0,36433
11716,83584121,3,3,7.000000000000001,1
11717,132102076,1,1,5.0,1
11718,75277816,3,3,7.000000000000001,36433
11719,203042016,3,3,5.0,36433
11720,38679388,2,2,7.000000000000001,1
11721,20398546,29,61,45.0,36433
11722,21415375,52,220,115.99999999999999,36433
11723,14483158,29,31,27.0,36433
11724,127494657,30,33,8.0,36433
11725,15164554,41,61,12.0,36433
11726,15883704,45,105,69.0,36433
11727,36735522,52,419,322.0,36433
11728,13109502,52,257,148.0,36433
11729,22413809,52,210,142.0,36433
11730,35305735,24,24,8.0,36433
11731,15745434,52,234,94.0,36433
11732,42923074,44,86,23.0,36433
11733,24640587,52,192,83.0,36433
11734,27741966,32,37,15.0,36433
11735,759003,52,335,136.0,36433
11736,14906448,33,34,23.0,36433
11737,14162415,52,210,142.0,36433
11738,17977240,52,141,60.0,36433
11739,8079892,52,176,90.0,36433
11740,15717356,52,94,49.0,36433
11741,17279613,45,65,13.0,36433
11742,14333742,38,49,11.0,36433
11743,14670800,49,64,26.0,36433
11744,15279452,52,232,175.0,36433
11745,14443028,52,267,141.0,36433
11746,14950586,52,175,117.0,36433
11747,18475637,52,143,34.0,36433
11748,14180105,52,265,103.0,36433
11749,19680233,18,18,12.0,36433
11750,36898952,38,50,19.0,36433
11751,33620592,44,70,8.0,36433
11752,2779821,52,331,218.00000000000003,36433
11753,11461532,45,111,40.0,36433
11754,17587331,52,199,97.0,36433
11755,2109381,45,69,64.0,36433
11756,14766418,52,145,94.0,36433
11757,25837866,52,212,91.0,36433
11758,15472368,48,192,188.0,36433
11759,15706128,52,164,96.0,36433
11760,24292190,44,74,48.0,36433
11761,33043297,32,44,23.0,36433
11762,14614122,49,148,104.0,36433
11763,39157744,23,26,11.0,36433
11764,87858472,13,13,6.0,36433
11765,196917975,40,74,178.0,36433
11766,59775073,52,128,78.0,36433
11767,41530500,30,38,16.0,36433
11768,14510359,52,237,86.0,36433
11769,523488054,44,50,18.0,36433
11770,14939023,32,37,5.0,36433
11771,4267411,29,48,25.0,36433
11772,15039065,43,76,23.0,36433
11773,17143528,52,172,94.0,36433
11774,14101635,38,49,13.0,36433
11775,18877662,44,92,57.99999999999999,36433
11776,18698454,52,162,77.0,36433
11777,14300469,52,162,54.0,36433
11778,18159189,52,114,84.0,36433
11779,183300976,28,33,28.000000000000004,36433
11780,178212355,17,17,18.0,36433
11781,19523675,29,39,10.0,36433
11782,16372635,52,163,123.0,36433
11783,61131781,43,61,33.0,36433
11784,232341897,41,59,26.0,36433
11785,42411202,38,47,8.0,36433
11786,180461396,6,6,7.000000000000001,1
11787,17088729,52,162,98.0,36433
11788,16060397,47,83,128.0,36433
11789,101804462,25,29,6.0,36433
11790,64069241,52,207,136.0,36433
11791,785555,38,48,8.0,36433
11792,23080747,28,29,5.0,36433
11793,8875752,47,81,22.0,36433
11794,117065254,41,57,19.0,36433
11795,16747818,24,27,6.0,36433
11796,30511479,44,70,28.000000000000004,36433
11797,7670202,52,268,138.0,36433
11798,13655472,52,175,57.99999999999999,36433
11799,39813162,24,27,18.0,36433
11800,27315988,32,47,27.0,36433
11801,234254192,23,25,7.000000000000001,36433
11802,15933993,29,71,24.0,36433
11803,14865059,52,126,96.0,36433
11804,14134942,52,120,41.0,36433
11805,94263555,33,39,6.0,36433
11806,19382761,17,19,10.0,36433
11807,99727844,32,45,14.000000000000002,36433
11808,14694103,38,50,14.000000000000002,36433
11809,143631813,32,35,13.0,36433
11810,30090879,22,22,10.0,36433
11811,28515565,28,36,9.0,36433
11812,16027904,24,49,56.00000000000001,36433
11813,14445618,41,76,15.0,36433
11814,54888193,15,15,12.0,36433
11815,213081477,19,20,11.0,36433
11816,15895373,32,43,23.0,36433
11817,100301510,32,56,27.0,36433
11818,18746498,24,32,27.0,36433
11819,6588842,32,42,22.0,36433
11820,15321242,25,27,7.000000000000001,36433
11821,12771122,44,57,48.0,36433
11822,20794818,2,2,7.000000000000001,36433
11823,9832392,50,85,37.0,36433
11824,17382107,40,52,11.0,36433
11825,55869833,20,20,10.0,36433
11826,19104727,52,132,94.0,36433
11827,12835572,34,38,5.0,36433
11828,15885994,33,48,15.0,36433
11829,2760821,27,28,6.0,36433
11830,17941696,14,17,19.0,36433
11831,16586811,35,77,59.0,36433
11832,755990,42,57,43.0,1
11833,304164102,2,2,6.0,36433
11834,18518052,14,17,19.0,36433
11835,148415637,28,46,28.000000000000004,36433
11836,19126902,6,6,5.0,36433
11837,31200163,13,13,6.0,36433
11838,263292498,48,218,367.0,36433
11839,263989720,1,1,5.0,2
11840,43441037,1,1,9.0,1
11841,90063666,17,17,8.0,36433
11842,14501176,18,18,6.0,36433
11843,18111744,10,10,5.0,36433
11844,72702989,19,20,5.0,36434
11845,34193,13,13,12.0,36433
11846,14618523,10,10,5.0,36434
11847,155823836,27,28,20.0,36433
11848,14134415,7,7,13.0,1
11849,39270979,3,3,5.0,36433
11850,27784905,23,36,20.0,36433
11851,17053,52,167,90.0,36433
11852,14865325,50,141,65.0,36433
11853,16024323,37,73,35.0,36433
11854,138161660,22,24,13.0,36433
11855,18192774,1,1,5.0,2
11856,15281911,52,208,167.0,36433
11857,14784831,52,135,44.0,36433
11858,252078513,31,31,15.0,36433
11859,9549022,52,191,80.0,36433
11860,179403840,28,30,9.0,36433
11861,95177505,44,76,49.0,36433
11862,14608831,24,32,9.0,36433
11863,78508531,5,5,5.0,36433
11864,15642209,44,113,76.0,36433
11865,22161096,26,34,6.0,36433
11866,14860638,33,54,41.0,36433
11867,3583951,32,54,22.0,36433
11868,13180092,51,124,46.0,36433
11869,14810327,30,43,40.0,36433
11870,162775226,20,36,16.0,36433
11871,54071173,21,21,6.0,36433
11872,152093583,44,72,26.0,36433
11873,108792399,10,10,9.0,36433
11874,16666617,30,47,18.0,36433
11875,16394162,32,53,9.0,36433
11876,16425459,32,62,9.0,36433
11877,38695016,32,50,12.0,36433
11878,16084728,23,27,7.000000000000001,36433
11879,105525951,10,10,5.0,36433
11880,290921816,44,79,52.0,36433
11881,31690017,14,16,9.0,36433
11882,14811486,9,20,7.000000000000001,36450
11883,98889091,5,5,7.000000000000001,1
11884,159607693,12,12,11.0,36433
11885,20745130,52,173,86.0,36433
11886,18952022,32,40,17.0,36433
11887,11393832,52,148,46.0,36433
11888,329533080,4,6,5.0,36452
11889,102868951,9,18,5.0,36450
11890,16046338,52,108,18.0,36433
11891,14188985,10,11,20.0,36433
11892,209258381,24,33,18.0,36433
11893,161818214,16,21,13.0,36433
11894,18204749,7,7,7.000000000000001,36433
11895,64659424,25,27,12.0,36433
11896,39416850,47,63,51.0,36433
11897,16322378,24,30,10.0,36433
11898,55738917,13,13,5.0,36433
11899,22342406,40,55,32.0,36433
11900,3518191,8,8,5.0,36433
11901,211313381,22,26,9.0,36433
11902,16353467,22,26,18.0,36433
11903,215033470,5,7,5.0,36450
11904,365293068,5,6,8.0,1
11905,761032,24,32,6.0,36433
11906,271176554,16,20,10.0,36433
11907,2989781,10,10,5.0,36433
11908,16330956,19,19,21.0,36433
11909,17078914,19,20,6.0,36433
11910,29779928,2,2,5.0,36434
11911,19407028,24,32,15.0,36433
11912,8704752,11,12,5.0,36434
11913,6077902,9,10,5.0,36434
11914,86737638,7,7,6.0,36433
11915,364988422,7,7,5.0,36433
11916,473633856,7,15,6.0,36450
11917,166155537,47,169,242.0,36433
11918,68844371,21,22,6.0,36433
11919,37344658,3,3,5.0,36434
11920,34540982,22,25,7.000000000000001,36433
11921,387186414,17,18,12.0,36433
11922,54845467,29,46,24.0,36433
11923,38256058,14,14,8.0,36433
11924,53511079,23,25,7.000000000000001,36433
11925,15466056,6,6,5.0,36450
11926,27518526,33,55,24.0,36433
11927,434652578,6,15,6.0,36450
11928,266257559,9,10,10.0,36433
11929,14415835,33,45,21.0,36433
11930,43153525,16,23,12.0,36433
11931,369700747,4,4,6.0,36435
11932,17642363,7,10,6.0,36450
11933,430469424,2,2,6.0,1
11934,40306315,28,31,20.0,36433
11935,15384450,19,19,6.0,36433
11936,274636942,6,7,11.0,36434
11937,243456568,2,2,28.999999999999996,2
11938,285153319,2,2,28.999999999999996,2
11939,70064694,14,16,10.0,36433
11940,18000189,14,16,12.0,36433
11941,83212225,1,1,5.0,36434
11942,17802447,3,3,6.0,36433
11943,16061378,2,2,5.0,36433
11944,17486629,2,3,9.0,36433
11945,304185486,19,23,9.0,36433
11946,190291868,20,20,7.000000000000001,36433
11947,20249032,2,2,6.0,36433
11948,23073327,2,2,6.0,36433
11949,16352115,8,8,6.0,36433
11950,14514543,3,3,6.0,1
11951,15642495,2,2,6.0,1
11952,26056708,3,4,10.0,36433
11953,486984893,2,2,5.0,1
11954,172521293,1,1,5.0,1
11955,76339961,1,1,5.0,1
11956,4257571,47,158,49.0,36433
11957,59727190,34,61,28.000000000000004,36433
11958,19553393,34,69,28.000000000000004,36433
11959,14217286,17,25,20.0,36433
11960,16562949,17,34,34.0,36433
11961,43814349,34,75,28.999999999999996,36433
11962,14655436,34,57,27.0,36433
11963,4050671,34,86,36.0,36433
11964,15432058,34,48,22.0,36433
11965,142877809,33,35,19.0,36433
11966,7434902,41,85,31.0,36433
11967,2960721,46,126,43.0,36433
11968,766195,26,31,10.0,36433
11969,22185696,1,1,5.0,2
11970,15955826,3,5,15.0,1
11971,7388802,34,85,36.0,36433
11972,94891659,4,4,6.0,36433
11973,15649706,16,26,17.0,36433
11974,89779328,13,17,13.0,36433
11975,16437867,17,29,36.0,36433
11976,39797585,13,18,23.0,36433
11977,16971994,46,152,92.0,36433
11978,15319993,41,116,48.0,36433
11979,18489585,33,45,16.0,36433
11980,293552084,15,15,8.0,36433
11981,22575703,23,29,11.0,36433
11982,6370862,19,28,28.000000000000004,36433
11983,242222569,32,39,18.0,36433
11984,21986815,16,26,35.0,36433
11985,14411797,46,154,54.0,36433
11986,12277852,21,29,11.0,36433
11987,19662799,34,59,24.0,36433
11988,19092024,30,46,30.0,36433
11989,14829912,13,13,7.000000000000001,36433
11990,19372697,34,48,26.0,36433
11991,5334,28,31,15.0,36433
11992,5877292,34,54,22.0,36433
11993,98035778,30,48,23.0,36433
11994,35473416,30,30,13.0,36433
11995,8708012,31,48,22.0,36433
11996,29336648,30,36,16.0,36433
11997,15842301,25,28,25.0,1
11998,14205820,28,32,19.0,36433
11999,265,25,28,22.0,36433
12000,20718199,30,71,23.0,36433
12001,14093707,17,38,42.0,36433
12002,4202701,28,37,26.0,36433
12003,17220817,48,142,77.0,36433
12004,77155969,34,53,26.0,36433
12005,18993395,47,172,112.00000000000001,36433
12006,11491562,17,32,28.000000000000004,36433
12007,257789529,16,16,9.0,36433
12008,12994322,17,30,32.0,36433
12009,14521530,34,70,25.0,36433
12010,5878842,28,34,18.0,36433
12011,128321519,30,43,16.0,36433
12012,176297531,5,5,6.0,36433
12013,103673070,7,7,5.0,36433
12014,49396022,5,6,5.0,36434
12015,15430929,30,41,11.0,36433
12016,16079245,45,169,112.00000000000001,36433
12017,188844665,4,4,5.0,36434
12018,5763262,68,221,216.0,36433
12019,15392494,18,23,13.0,36433
12020,14344784,30,73,38.0,36433
12021,19624836,26,32,13.0,36433
12022,19211774,12,14,9.0,36433
12023,17944870,13,15,10.0,36433
12024,14381922,11,11,8.0,36433
12025,15900947,3,3,5.0,36433
12026,22575398,23,25,11.0,36433
12027,818155,16,31,48.0,36433
12028,736293,34,47,24.0,36433
12029,175629426,34,47,19.0,36433
